t,ls,alt,vel,ax,ay,az,hax,hay,haz
762915,20,1.35,0.03,0.29,0.32,9.72,-0.96,-1.92,9.13
763017,20,1.38,0.07,0.09,0.28,9.76,0.00,-0.96,10.09
763119,20,1.41,0.11,0.17,0.36,9.76,1.44,-1.44,7.69
763221,20,1.40,0.08,0.25,0.32,9.72,0.48,-1.44,8.65
763323,20,1.38,0.04,0.13,0.28,9.76,0.48,-1.44,8.17
763425,20,1.39,0.05,0.25,0.36,9.72,0.48,-2.40,8.17
763527,20,1.43,0.10,0.25,0.32,9.72,-0.96,-2.40,8.65
763731,20,1.40,0.04,0.17,0.32,9.76,-1.44,-1.44,5.77
763833,20,1.38,0.00,0.21,0.32,9.72,-0.48,-0.96,7.69
763935,20,1.33,-0.08,0.21,0.36,9.76,0.96,-0.96,8.65
764037,20,1.35,-0.03,0.13,0.28,9.76,0.96,-0.96,9.13
764139,20,1.30,-0.10,0.21,0.32,9.72,0.96,-1.44,11.05
764241,20,1.26,-0.15,0.21,0.32,9.72,0.96,-1.92,8.17
764343,20,1.31,-0.06,0.25,0.32,9.72,0.96,-2.40,10.57
764446,20,1.33,-0.03,0.29,0.43,9.68,-2.40,-2.40,7.21
764651,20,1.17,-0.23,0.29,0.32,9.87,-0.48,-3.36,7.69
764756,20,1.15,-0.25,0.32,0.40,9.60,2.88,-1.92,9.13
764857,20,1.20,-0.15,0.25,0.36,9.76,-2.40,-5.29,-9.13
764959,20,1.20,-0.13,0.25,0.36,9.76,-0.48,-0.48,18.26
765061,20,1.23,-0.07,0.25,0.28,9.80,0.48,-1.92,22.58
765163,20,1.30,0.03,0.25,0.28,9.76,0.48,-0.96,9.61
765265,20,1.23,-0.07,0.25,0.28,9.76,0.96,-1.44,9.13
765367,20,1.14,-0.18,0.21,0.28,9.76,0.00,-0.48,9.13
765469,20,1.26,0.01,0.25,0.32,9.76,0.00,-3.36,8.17
765673,20,1.36,0.15,0.17,0.36,9.72,0.96,-1.44,8.65
765775,20,1.41,0.21,0.25,0.28,9.76,0.96,-2.40,8.17
765877,20,1.41,0.20,0.17,0.32,9.76,0.96,-1.44,9.13
765980,20,1.52,0.32,0.25,0.32,9.72,0.96,-1.92,7.21
766082,20,1.56,0.35,0.17,0.36,9.76,0.48,0.00,8.65
766184,20,1.65,0.44,0.21,0.28,9.72,0.48,-1.44,9.13
766286,20,1.63,0.36,0.17,0.43,9.72,-0.96,-1.44,9.13
766388,20,1.52,0.17,0.21,0.28,9.72,0.96,-0.48,9.13
766491,20,1.53,0.16,0.29,0.24,9.76,-0.48,-2.40,6.73
766695,20,1.54,0.14,0.17,0.36,9.72,-0.48,-1.92,7.69
766797,20,1.53,0.11,0.29,0.36,9.72,-0.96,-1.92,8.65
766899,20,1.56,0.13,0.13,0.21,9.72,0.96,-1.92,9.61
767001,20,1.54,0.09,0.17,0.36,9.76,-0.48,-0.96,10.57
767103,20,1.56,0.11,0.25,0.28,9.72,0.00,-2.40,9.13
767205,20,1.62,0.18,0.13,0.32,9.80,0.96,-2.88,10.09
767307,20,1.66,0.21,0.17,0.32,9.72,0.00,-0.48,7.69
767409,20,1.68,0.22,0.17,0.40,9.72,0.48,-0.96,9.61
767613,20,1.68,0.16,0.21,0.32,9.72,1.44,-0.96,8.65
767723,20,1.62,0.04,0.25,0.28,9.72,0.48,-0.96,9.61
767825,20,1.54,-0.07,0.21,0.36,9.68,0.96,-2.88,8.65
767927,20,1.53,-0.08,0.21,0.21,9.72,0.48,-0.96,9.13
768029,20,1.50,-0.14,0.17,0.36,9.72,0.00,-1.44,8.65
768131,20,1.55,-0.04,0.25,0.36,9.76,1.44,-3.84,7.21
768233,20,1.60,0.03,0.17,0.21,9.76,-0.96,-1.92,9.61
768335,20,1.60,0.02,0.05,0.43,9.72,0.48,-0.48,7.21
768437,20,1.51,-0.11,0.32,0.32,9.72,0.00,-1.44,8.17
768641,20,1.43,-0.19,0.09,0.28,9.76,-0.48,-2.88,7.69
768747,20,1.52,-0.04,0.17,0.40,9.72,-0.96,-2.88,7.69
768848,20,1.60,0.08,0.32,0.32,9.72,0.00,-1.44,7.69
768950,20,1.59,0.06,0.05,0.32,9.72,1.44,-2.88,9.13
769052,20,1.59,0.05,0.36,0.32,9.72,0.96,0.00,9.13
769154,20,1.57,0.01,0.05,0.32,9.76,1.44,-2.88,7.69
769256,20,1.50,-0.09,0.21,0.32,9.76,0.00,-2.40,8.65
769359,20,1.48,-0.12,0.21,0.28,9.72,1.92,-1.92,10.09
769461,20,1.37,-0.27,0.09,0.36,9.72,0.48,-1.44,8.65
769668,20,1.49,-0.04,0.32,0.24,9.76,0.00,-1.92,8.17
769781,20,1.52,0.01,0.25,0.28,9.68,0.48,-2.88,6.73
769883,20,1.50,-0.02,0.13,0.36,9.76,0.48,-2.40,9.13
769985,20,1.49,-0.03,0.29,0.36,9.72,0.00,-2.88,9.13
770087,20,1.43,-0.12,0.13,0.32,9.72,0.00,-2.40,10.09
770189,20,1.38,-0.17,0.05,0.32,9.80,-0.48,-2.40,9.61
770291,20,1.41,-0.11,0.40,0.28,9.72,0.96,-3.84,9.61
770393,20,1.46,-0.03,0.17,0.32,9.76,0.48,-1.44,9.61
770495,20,1.52,0.07,0.29,0.32,9.72,0.00,-2.40,6.25
770699,20,1.63,0.20,0.36,0.24,9.72,0.00,-1.44,8.17
770800,20,1.57,0.10,0.09,0.32,9.76,0.48,-1.44,8.17
770902,20,1.49,-0.03,0.17,0.36,9.72,-0.48,-1.44,9.13
771004,20,1.28,-0.36,0.36,0.28,9.76,0.96,-2.40,8.65
771107,20,1.25,-0.35,0.09,0.36,9.76,0.96,-1.44,7.69
771210,20,1.27,-0.29,0.29,0.32,9.72,0.96,-2.88,8.65
771312,20,1.27,-0.25,0.36,0.28,9.72,0.00,-3.84,7.21
771414,20,1.32,-0.16,0.09,0.40,9.76,0.48,-1.92,8.65
771516,20,1.19,-0.32,0.25,0.32,9.76,-0.48,-1.92,8.17
771720,20,1.18,-0.26,0.21,0.32,9.72,-0.96,-1.44,7.69
771822,20,1.22,-0.18,0.17,0.24,9.76,-0.96,-1.92,6.73
771924,20,1.30,-0.04,0.25,0.40,9.72,0.96,-1.92,6.25
772026,20,1.44,0.18,0.17,0.36,9.72,0.96,-2.88,7.69
772128,20,1.45,0.17,0.25,0.32,9.72,0.00,-1.44,9.13
772230,20,1.48,0.21,0.21,0.40,9.76,0.48,-0.96,9.61
772332,20,1.46,0.16,0.25,0.32,9.76,0.48,-0.96,8.17
772434,20,1.46,0.15,0.17,0.28,9.72,0.00,-0.96,8.65
772639,20,1.27,-0.13,0.25,0.32,9.72,0.48,-1.92,8.65
772745,20,1.29,-0.07,0.29,0.32,9.72,0.48,-1.44,9.13
772846,20,1.22,-0.17,0.13,0.32,9.72,0.00,-1.44,7.69
772948,20,1.12,-0.29,0.17,0.32,9.76,1.44,-1.44,8.17
773050,20,1.11,-0.27,0.25,0.28,9.72,-0.48,-2.88,9.61
773152,20,1.11,-0.25,0.17,0.32,9.76,0.48,-0.96,8.17
773254,20,1.09,-0.25,0.32,0.28,9.80,-3.36,-0.48,7.69
773356,20,1.12,-0.17,0.32,0.21,9.91,0.00,-3.36,5.77
773458,20,1.18,-0.07,0.29,0.40,9.84,1.44,-1.44,12.01
773662,20,1.12,-0.14,0.25,0.28,9.80,-1.44,-5.29,-7.69
773764,20,1.17,-0.03,0.21,0.28,9.72,-1.44,-2.88,0.00
773866,20,1.26,0.11,0.17,0.51,9.72,0.48,-1.44,9.13
773968,20,1.27,0.11,0.21,0.32,9.76,0.00,-1.44,6.73
774070,20,1.38,0.27,0.25,0.28,9.72,-0.48,-1.44,10.09
774172,20,1.53,0.47,0.13,0.40,9.72,0.48,-1.92,7.69
774275,20,1.56,0.48,0.21,0.32,9.72,0.00,-1.44,8.17
774377,20,1.50,0.34,0.13,0.24,9.72,1.44,-1.92,7.21
774479,20,1.47,0.27,0.21,0.36,9.76,2.40,-1.44,7.69
774684,20,1.34,0.04,0.29,0.32,9.72,-0.48,-2.88,7.69
774785,20,1.39,0.10,0.25,0.24,9.76,0.96,-2.40,9.61
774887,20,1.51,0.28,0.25,0.40,9.72,-0.96,-1.92,9.13
774989,20,1.54,0.28,0.36,0.28,9.72,0.48,-2.40,8.17
775091,20,1.49,0.17,0.21,0.17,9.76,0.00,-0.96,9.13
775193,20,1.36,-0.03,0.29,0.24,9.72,1.44,-0.96,9.13
775296,20,1.26,-0.17,0.21,0.28,9.72,0.00,-2.40,8.65
775397,20,1.19,-0.25,0.13,0.21,9.76,0.00,-2.88,9.13
775601,20,1.43,0.10,0.25,0.36,9.72,1.44,-2.40,8.17
775703,20,1.48,0.16,0.17,0.32,9.76,0.96,-1.44,7.21
775805,20,1.33,-0.08,0.21,0.24,9.72,0.48,-1.44,8.65
775907,20,1.31,-0.09,0.17,0.28,9.76,0.48,-1.44,9.13
776009,20,1.28,-0.13,0.17,0.36,9.76,0.96,-3.84,8.17
776111,20,1.32,-0.06,0.32,0.21,9.72,0.48,-1.44,8.17
776214,20,1.36,0.01,0.09,0.36,9.72,0.00,-1.92,8.65
776316,20,1.36,-0.01,0.09,0.32,9.76,1.92,-1.44,8.17
776419,20,1.36,0.00,0.32,0.28,9.72,0.48,0.00,10.57
776624,20,1.32,-0.06,0.09,0.28,9.76,-0.96,-2.40,8.17
776725,20,1.19,-0.24,0.32,0.28,9.72,-0.96,-2.88,7.21
776827,20,1.33,-0.01,0.36,0.24,9.72,0.48,-1.44,7.21
776929,20,1.47,0.18,0.05,0.32,9.76,0.00,-1.92,7.69
777031,20,1.53,0.25,0.36,0.21,9.72,0.96,-1.92,6.73
777133,20,1.46,0.12,0.17,0.40,9.72,-0.48,-1.44,8.17
777235,20,1.54,0.22,0.02,0.43,9.76,0.00,-1.92,11.53
777337,20,1.52,0.16,0.36,0.32,9.72,1.92,-1.92,9.13
777541,20,1.46,0.06,0.02,0.47,9.72,0.96,-2.40,10.09
777645,20,1.54,0.16,0.36,0.21,9.72,0.48,-0.48,8.17
777746,20,1.57,0.17,0.40,0.21,9.72,0.00,-1.92,10.57
777848,20,1.64,0.27,0.05,0.36,9.76,-0.96,-2.88,7.69
777950,20,1.72,0.35,0.36,0.28,9.72,0.48,-1.92,10.57
778051,20,1.73,0.33,0.02,0.32,9.76,-0.96,-2.40,7.69
778153,20,1.74,0.30,0.17,0.24,9.80,0.48,-0.96,9.61
778255,20,1.85,0.43,0.32,0.32,9.72,1.44,-1.92,7.69
778357,20,1.90,0.45,0.09,0.32,9.72,0.00,-0.96,8.17
778561,20,1.84,0.27,0.32,0.17,9.72,-0.48,-1.92,7.69
778663,20,1.81,0.19,0.29,0.28,9.72,-1.44,-1.92,7.69
778765,20,1.75,0.08,0.13,0.32,9.72,-0.96,-1.44,7.21
778867,20,1.74,0.04,0.36,0.17,9.72,-0.96,-1.92,7.21
778968,20,1.80,0.12,0.13,0.40,9.72,-0.96,-2.40,7.69
779070,20,1.85,0.17,0.21,0.32,9.72,0.48,-1.44,8.65
779172,20,1.77,0.04,0.25,0.17,9.72,0.00,-0.48,7.69
779274,20,1.67,-0.12,0.13,0.40,9.76,1.92,-3.84,7.21
779481,20,1.53,-0.31,0.25,0.28,9.72,0.48,-1.92,11.05
779587,20,1.54,-0.27,0.25,0.28,9.72,-0.48,-1.44,7.69
779688,20,1.52,-0.28,0.25,0.28,9.72,-0.48,-0.96,9.13
779790,20,1.49,-0.30,0.21,0.36,9.72,0.96,-1.44,11.05
779892,20,1.49,-0.27,0.25,0.21,9.76,-0.48,-1.44,8.17
779994,20,1.53,-0.19,0.13,0.28,9.76,0.00,-3.36,8.65
780096,20,1.52,-0.19,0.25,0.36,9.72,0.48,-3.84,9.13
780198,20,1.55,-0.13,0.25,0.28,9.76,-0.48,-2.40,8.65
780300,20,1.62,-0.01,0.17,0.32,9.72,0.00,-1.92,7.69
780504,20,1.65,0.03,0.25,0.40,9.76,0.48,-0.48,8.65
780605,20,1.64,0.01,0.21,0.24,9.76,0.48,-2.40,8.65
780707,20,1.61,-0.04,0.21,0.21,9.72,0.48,-2.40,9.61
780809,20,1.62,-0.01,0.17,0.43,9.72,0.00,-3.36,9.61
780911,20,1.57,-0.09,0.25,0.43,9.72,-0.48,-2.40,9.13
781013,20,1.55,-0.11,0.17,0.24,9.72,-0.48,-0.96,9.61
781115,20,1.45,-0.23,0.21,0.36,9.72,0.00,-2.88,9.61
781217,20,1.44,-0.23,0.21,0.32,9.72,0.00,-2.88,9.61
781319,20,1.43,-0.21,0.09,0.32,9.76,-0.48,0.00,8.17
781525,20,1.45,-0.14,0.25,0.43,9.72,-0.96,-2.40,7.69
781626,20,1.48,-0.07,0.13,0.36,9.72,-0.96,-1.92,7.21
781728,20,1.49,-0.06,0.02,0.05,9.76,-0.48,-1.92,8.17
781830,20,1.51,-0.01,0.17,0.40,9.76,-1.92,-1.92,7.69
781932,20,1.58,0.09,0.25,0.21,9.99,0.00,-3.84,9.13
782034,20,1.54,0.03,0.29,0.43,9.68,-0.48,-2.40,8.17
782136,20,1.57,0.06,0.36,0.32,9.80,1.92,-2.88,9.13
782238,20,1.52,-0.01,0.13,0.36,9.80,2.40,-2.88,11.05
782442,20,1.41,-0.16,0.36,0.36,9.72,-1.92,-2.40,-12.01
782544,20,1.38,-0.18,0.21,0.24,9.76,1.44,0.96,5.29
782646,20,1.38,-0.16,0.17,0.43,9.68,0.96,-1.44,6.73
782748,20,1.38,-0.14,0.25,0.28,9.72,0.48,-1.44,9.61
782850,20,1.37,-0.14,0.17,0.32,9.72,-0.96,-1.44,9.13
782952,20,1.43,-0.04,0.13,0.43,9.76,0.00,-2.40,8.17
783054,20,1.43,-0.04,0.29,0.24,9.72,0.96,-2.40,9.13
783156,20,1.41,-0.06,0.05,0.40,9.72,0.00,-1.44,9.61
783360,20,1.48,0.06,0.25,0.36,9.76,-0.48,-1.44,10.09
783467,20,1.51,0.11,0.21,0.28,9.68,0.48,-0.48,11.05
783568,20,1.58,0.19,0.13,0.36,9.76,-0.48,-0.96,7.21
783670,20,1.57,0.17,0.25,0.28,9.72,-0.96,-0.96,8.65
783772,20,1.52,0.07,0.09,0.28,9.76,-0.48,-1.92,9.13
783874,20,1.51,0.05,0.21,0.28,9.76,0.48,-2.40,9.61
783976,20,1.48,0.01,0.17,0.36,9.72,-0.96,-0.48,9.61
784078,20,1.43,-0.06,0.25,0.32,9.72,1.44,-0.96,7.21
784180,20,1.40,-0.10,0.21,0.28,9.72,0.48,-2.88,6.73
784383,20,1.37,-0.12,0.21,0.40,9.76,-0.48,-2.40,7.21
784485,20,1.32,-0.19,0.29,0.28,9.72,0.00,-3.36,8.17
784588,20,1.33,-0.15,0.17,0.28,9.72,0.48,-0.96,5.77
784691,20,1.33,-0.12,0.21,0.40,9.72,1.44,-1.44,8.65
784793,20,1.37,-0.06,0.17,0.28,9.76,0.00,-1.44,7.69
784895,20,1.29,-0.15,0.13,0.32,9.76,1.44,-2.40,9.13
784997,20,1.25,-0.19,0.21,0.36,9.68,0.00,-1.44,7.69
785098,20,1.26,-0.15,0.21,0.32,9.76,0.00,-3.36,7.69
785200,20,1.32,-0.05,0.21,0.24,9.76,0.00,-2.40,5.77
785405,20,1.30,-0.07,0.21,0.36,9.76,-0.48,-2.88,9.13
785507,20,1.27,-0.09,0.29,0.32,9.76,-0.48,-0.48,10.09
785609,20,1.30,-0.04,0.17,0.24,9.76,0.00,-1.92,6.73
785711,20,1.30,-0.03,0.29,0.32,9.68,0.96,-3.84,7.69
785813,20,1.32,-0.01,0.25,0.32,9.72,1.44,-1.44,8.65
785915,20,1.35,0.04,0.13,0.32,9.76,-0.48,-1.92,9.13
786017,20,1.40,0.11,0.25,0.32,9.72,0.00,-1.44,9.61
786118,20,1.40,0.12,0.17,0.36,9.72,0.96,-1.44,10.57
786322,20,1.35,0.02,0.17,0.32,9.72,0.96,-1.92,7.69
786424,20,1.35,0.01,0.21,0.28,9.72,1.92,-2.88,6.73
786526,20,1.47,0.19,0.09,0.36,9.76,-0.48,-1.92,7.21
786628,20,1.54,0.27,0.21,0.32,9.72,-0.48,-1.44,8.17
786730,20,1.49,0.16,0.17,0.32,9.72,-0.96,-1.92,7.69
786832,20,1.44,0.07,0.25,0.32,9.72,-0.48,-0.48,8.17
786935,20,1.39,0.00,0.17,0.36,9.76,0.96,-1.44,11.05
787037,20,1.42,0.04,0.21,0.36,9.76,-0.48,-0.48,8.65
787139,20,1.42,0.04,0.29,0.24,9.72,-0.96,-1.44,8.65
787345,20,1.51,0.16,0.17,0.32,9.76,0.96,-2.88,8.65
787446,20,1.48,0.10,0.21,0.36,9.72,0.48,-3.36,8.65
787548,20,1.55,0.18,0.25,0.28,9.72,0.48,0.48,10.57
787650,20,1.52,0.13,0.13,0.36,9.76,0.00,-1.92,11.53
787752,20,1.49,0.06,0.09,0.40,9.76,1.44,-2.40,10.09
787854,20,1.47,0.03,0.29,0.21,9.72,-0.48,-0.96,7.21
787956,20,1.48,0.04,0.13,0.24,9.76,0.96,-2.88,7.21
788058,20,1.40,-0.09,0.25,0.40,9.72,-0.48,-1.92,8.17
788263,20,1.35,-0.14,0.40,0.28,9.72,-0.48,-3.36,8.65
788370,20,1.34,-0.14,0.05,0.28,9.76,0.96,-3.36,7.69
788472,20,1.38,-0.07,0.29,0.36,9.72,1.44,-2.40,7.69
788574,20,1.39,-0.04,0.21,0.32,9.72,-0.96,-1.44,8.65
788676,20,1.36,-0.09,0.05,0.32,9.76,-0.96,-1.44,7.69
788779,20,1.33,-0.11,0.36,0.32,9.68,0.48,-1.44,7.21
788881,20,1.32,-0.12,0.17,0.36,9.72,-0.96,-0.48,7.21
788983,20,1.30,-0.14,0.13,0.36,9.76,0.96,-1.92,6.73
789085,20,1.32,-0.09,0.32,0.32,9.72,0.00,-2.40,7.21
789292,20,1.34,-0.05,0.05,0.36,9.72,-0.96,-0.96,9.61
789402,20,1.36,-0.02,0.09,0.36,9.72,0.00,-1.92,10.57
789504,20,1.36,-0.01,0.25,0.32,9.72,0.00,-1.44,7.69
789606,20,1.34,-0.04,0.13,0.40,9.76,0.48,-1.92,9.13
789708,20,1.38,0.02,0.21,0.36,9.72,0.00,-1.92,8.65
789810,20,1.39,0.04,0.32,0.28,9.72,-0.48,-0.96,6.25
789912,20,1.43,0.10,0.09,0.36,9.76,1.44,-2.40,9.61
790014,20,1.45,0.12,0.21,0.28,9.76,0.00,-3.84,8.65
790116,20,1.48,0.15,0.25,0.36,9.72,0.48,-2.40,9.61
790321,20,1.49,0.12,0.09,0.36,9.76,0.48,-0.96,9.13
790426,20,1.47,0.09,0.32,0.28,9.72,0.96,-1.92,8.17
790527,20,1.42,0.01,0.17,0.36,9.72,-0.96,-0.96,6.73
790629,20,1.43,0.03,0.13,0.36,9.72,0.96,-1.92,6.25
790731,20,1.47,0.08,0.36,0.17,9.95,-2.40,-0.96,10.09
790833,20,1.49,0.10,0.13,0.28,9.87,-2.88,-2.40,11.05
790935,20,1.45,0.02,0.21,0.40,9.87,-0.48,-1.92,6.25
791037,20,1.42,-0.02,0.40,0.28,9.72,-2.88,-6.73,-6.73
791139,20,1.44,0.01,0.21,0.28,9.84,0.48,0.48,17.78
791344,20,1.45,0.02,0.32,0.36,9.68,1.92,-1.44,28.83
791446,20,1.46,0.02,0.40,0.32,9.68,0.96,-1.92,9.13
791548,20,1.40,-0.07,0.05,0.32,9.76,-0.96,-1.92,7.21
791650,20,1.44,-0.01,0.21,0.36,9.72,-1.44,-0.96,7.21
791752,20,1.44,0.00,0.25,0.24,9.72,-0.48,-2.40,8.17
791854,20,1.50,0.08,0.05,0.36,9.76,-0.96,-3.36,7.69
791956,20,1.48,0.04,0.40,0.32,9.72,0.00,-1.44,9.13
792058,20,1.54,0.13,0.21,0.32,9.76,0.00,-1.44,10.09
792263,20,1.64,0.22,0.13,0.32,9.76,0.48,-2.40,8.65
792368,20,1.71,0.30,0.29,0.40,9.72,0.48,-1.92,9.61
792469,20,1.72,0.29,0.09,0.28,9.76,0.96,-0.96,10.09
792571,20,1.65,0.16,0.13,0.28,9.76,1.44,-2.40,7.21
792673,20,1.66,0.15,0.29,0.40,9.76,0.00,-1.44,9.13
792775,20,1.68,0.16,0.25,0.21,9.72,0.00,-1.92,8.17
792877,20,1.64,0.09,0.17,0.36,9.72,-0.48,-0.48,7.69
792979,20,1.64,0.07,0.32,0.43,9.72,0.00,-2.40,8.17
793081,20,1.59,-0.01,0.09,0.17,9.76,0.00,-2.40,8.17
793285,20,1.52,-0.11,0.13,0.24,9.68,0.00,-1.92,7.21
793387,20,1.54,-0.07,0.32,0.40,9.72,0.96,-2.88,8.65
793490,20,1.53,-0.09,0.13,0.28,9.76,0.48,-1.92,6.25
793592,20,1.57,-0.02,0.21,0.32,9.76,-0.48,-2.40,8.17
793694,20,1.59,0.01,0.29,0.43,9.72,-0.96,-0.96,7.69
793796,20,1.58,-0.02,0.13,0.24,9.76,0.96,-0.96,8.65
793897,20,1.60,0.02,0.13,0.24,9.80,0.00,-1.44,8.65
793999,20,1.64,0.07,0.21,0.40,9.72,0.48,-0.96,9.13
794202,20,1.68,0.12,0.21,0.32,9.76,-0.96,-2.40,8.17
794304,20,1.67,0.09,0.21,0.28,9.72,0.96,-2.40,7.69
794406,20,1.66,0.07,0.25,0.32,9.72,0.00,-1.44,9.61
794508,20,1.66,0.06,0.13,0.36,9.72,0.96,-0.96,7.21
794610,20,1.70,0.11,0.21,0.28,9.76,-0.48,-1.92,7.69
794713,20,1.70,0.08,0.17,0.40,9.72,1.44,-2.40,7.21
794815,20,1.68,0.05,0.21,0.36,9.72,1.44,-2.40,8.65
794917,20,1.67,0.03,0.17,0.28,9.72,0.96,-2.40,10.09
795019,20,1.68,0.04,0.17,0.36,9.76,0.48,-0.96,8.65
795223,20,1.62,-0.06,0.25,0.32,9.72,0.00,-0.96,8.17
795325,20,1.61,-0.06,0.21,0.32,9.76,0.48,-2.40,9.61
795427,20,1.62,-0.05,0.25,0.40,9.72,0.48,-1.92,7.69
795529,20,1.61,-0.06,0.25,0.36,9.76,0.00,-1.92,6.25
795631,20,1.64,-0.01,0.13,0.28,9.76,-0.48,-2.40,7.69
795733,20,1.65,0.00,0.21,0.32,9.76,0.48,-2.40,9.61
795835,20,1.63,-0.04,0.21,0.32,9.72,0.96,0.00,7.69
795937,20,1.62,-0.05,0.17,0.32,9.72,0.00,-2.88,9.13
796141,20,1.65,0.01,0.29,0.24,9.72,1.44,-0.96,9.13
796247,20,1.60,-0.07,0.17,0.40,9.72,0.96,-2.88,7.21
796348,20,1.60,-0.07,0.21,0.32,9.76,-0.48,-1.44,9.13
796450,20,1.61,-0.05,0.29,0.24,9.72,-0.48,-0.48,9.61
796552,20,1.57,-0.09,0.09,0.43,9.76,-0.48,-2.88,8.65
796654,20,1.57,-0.09,0.17,0.36,9.76,-1.44,-1.92,8.65
796756,20,1.59,-0.05,0.17,0.24,9.76,-0.48,-1.44,7.69
796858,20,1.60,-0.03,0.09,0.40,9.72,0.00,-2.40,6.73
796960,20,1.69,0.09,0.25,0.32,9.72,-0.96,-2.40,8.17
797165,20,1.69,0.07,0.21,0.24,9.72,0.48,-1.44,9.61
797266,20,1.71,0.09,0.17,0.40,9.72,0.00,-1.44,8.17
797368,20,1.73,0.12,0.32,0.24,9.76,0.48,-0.96,8.65
797470,20,1.78,0.17,0.09,0.36,9.72,-0.48,-1.92,8.65
797572,20,1.72,0.08,0.25,0.32,9.76,0.96,-2.40,9.13
797674,20,1.66,-0.02,0.25,0.28,9.72,-0.96,-1.44,8.17
797776,20,1.50,-0.26,0.05,0.40,9.72,0.00,-0.96,7.21
797879,20,1.46,-0.28,0.36,0.21,9.76,0.96,-2.40,9.13
797981,20,1.53,-0.15,0.09,0.43,9.76,0.48,-2.88,9.61
798186,20,1.71,0.13,0.25,0.28,9.72,0.00,-2.88,7.21
798288,20,1.70,0.10,0.36,0.17,9.68,0.00,-0.48,10.09
798390,20,1.65,0.02,0.02,0.43,9.76,0.00,0.00,8.65
798492,20,1.66,0.03,0.17,0.40,9.76,0.96,-1.44,9.13
798594,20,1.67,0.05,0.17,0.24,9.72,-0.48,-1.44,8.65
798696,20,1.63,-0.02,0.05,0.32,9.76,-1.44,-1.92,8.17
798798,20,1.68,0.05,0.36,0.32,9.72,-0.48,-1.92,7.69
798900,20,1.68,0.05,0.29,0.24,9.72,0.96,-0.96,10.09
799106,20,1.76,0.16,0.09,0.40,9.76,-0.48,-2.40,9.13
799213,20,1.83,0.25,0.40,0.40,9.72,0.48,-1.44,7.21
799314,20,1.85,0.24,0.05,0.24,9.76,-0.48,-1.44,10.09
799416,20,1.87,0.26,0.13,0.24,9.76,0.00,-0.96,8.65
799518,20,1.95,0.35,0.36,0.36,9.80,0.96,-1.44,10.09
799620,20,1.97,0.34,0.29,0.28,9.87,-0.96,-3.84,11.05
799722,20,1.92,0.23,0.29,0.28,9.80,-3.36,-1.44,5.29
799824,20,1.83,0.07,0.44,0.32,9.80,-1.44,-0.48,0.00
799926,20,1.83,0.05,0.09,0.40,9.68,-0.48,1.44,23.55
800130,20,1.77,-0.06,0.25,0.21,9.76,0.00,-3.36,8.65
800232,20,1.68,-0.19,0.17,0.40,9.76,0.96,-0.96,8.65
800334,20,1.66,-0.19,0.17,0.43,9.76,0.00,-1.44,8.65
800436,20,1.63,-0.21,0.32,0.17,9.76,0.48,-2.88,7.21
800538,20,1.68,-0.13,0.17,0.36,9.76,0.48,-2.40,5.29
800641,20,1.66,-0.13,0.25,0.32,9.76,0.96,-3.36,7.69
800743,20,1.71,-0.05,0.25,0.21,9.76,0.48,-1.44,8.17
800845,20,1.76,0.02,0.17,0.40,9.72,0.48,-1.92,9.13
800948,20,1.76,0.02,0.17,0.40,9.76,-0.48,-1.44,7.69
801152,20,1.79,0.04,0.21,0.21,9.76,0.48,-1.92,8.65
801254,20,1.78,0.03,0.17,0.32,9.72,-0.48,-1.92,7.21
801356,20,1.78,0.03,0.32,0.32,9.72,0.00,-0.96,8.17
801458,20,1.78,0.02,0.21,0.28,9.72,0.00,-1.92,8.17
801560,20,1.81,0.06,0.13,0.36,9.76,-0.96,-1.44,7.21
801662,20,1.81,0.06,0.36,0.36,9.72,-0.48,-2.40,7.21
801764,20,1.80,0.04,0.17,0.32,9.76,-0.96,-1.92,8.65
801866,20,1.79,0.02,0.05,0.28,9.76,0.96,-0.96,8.65
802071,20,1.71,-0.11,0.36,0.28,9.76,-0.96,-1.44,10.57
802176,20,1.70,-0.13,0.09,0.32,9.76,0.00,-1.92,7.21
802277,20,1.63,-0.20,0.29,0.36,9.76,0.48,-1.92,9.13
802379,20,1.66,-0.15,0.29,0.36,9.72,-0.48,0.48,7.21
802481,20,1.64,-0.16,0.09,0.28,9.76,0.96,-0.48,8.65
802583,20,1.69,-0.07,0.17,0.24,9.76,0.96,-1.44,6.73
802686,20,1.72,-0.02,0.21,0.40,9.72,0.96,-0.96,7.69
802788,20,1.73,0.00,0.13,0.28,9.72,0.00,-1.92,8.65
802890,20,1.71,-0.03,0.29,0.21,9.76,0.48,-0.96,7.69
803096,20,1.72,-0.01,0.13,0.40,9.72,1.92,-2.40,7.69
803198,20,1.74,0.01,0.21,0.24,9.76,-0.48,-0.48,8.65
803300,20,1.76,0.04,0.17,0.36,9.72,0.00,-1.92,8.65
803402,20,1.70,-0.05,0.17,0.40,9.72,0.48,-0.96,9.61
803504,20,1.69,-0.05,0.13,0.40,9.80,-0.48,-2.40,8.65
803606,20,1.74,0.02,0.25,0.28,9.76,-0.96,-1.92,8.17
803708,20,1.77,0.06,0.25,0.21,9.76,0.96,-1.92,9.61
803810,20,1.78,0.07,0.09,0.43,9.72,0.00,-3.36,7.69
